name,category,price,mrp,unit,stock,image,description,sourcing,storage,variations
"Capsicum/shimala mirch - शिमला मिर्च","Vegetables",60,77,"500gm",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/capsicum.png","Farm fresh Capsicum/shimala mirch - शिमला मिर्च sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":18,""stock"":50},{""weight"":""500g"",""price"":33,""stock"":60},{""weight"":""1 kg"",""price"":60,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":114,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":276,""stock"":25}]"
"Zucchini Yellow/तोरी पीला Toree Peela","Exotics",90,115,"250gm",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/zucchini-yellow.png","Farm fresh Zucchini Yellow/तोरी पीला Toree Peela sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g Pack"",""price"":90,""stock"":50},{""weight"":""500g (Twin Pack)"",""price"":171,""stock"":40},{""weight"":""1 kg (Family Pack)"",""price"":333,""stock"":30}]"
"Tomato Hybrid/tamaatar -टमाटर","Vegetables",25,32,"500gm",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/product__123cd1df-8c0f-4d1d-b33a-6d6094f8444e.jpg","Farm fresh Tomato Hybrid/tamaatar -टमाटर sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":10,""stock"":50},{""weight"":""500g"",""price"":15,""stock"":60},{""weight"":""1 kg"",""price"":25,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":48,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":115,""stock"":25}]"
"Mushroom Packet/मशरूम पैकेट","Exotics",70,90,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/mushroom-packet.jpg","Farm fresh Mushroom Packet/मशरूम पैकेट sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g Pack"",""price"":21,""stock"":40},{""weight"":""500g Pack"",""price"":39,""stock"":50},{""weight"":""1 kg Pack"",""price"":70,""stock"":60}]"
"Apple/सेब Seb","Fruits",199,255,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/apple-fuji.jpg","Farm fresh Apple/सेब Seb sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g"",""price"":60,""stock"":50},{""weight"":""500g"",""price"":109,""stock"":60},{""weight"":""1 kg"",""price"":199,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":378,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":915,""stock"":25}]"
"Apple Green/हरा सेब Hara Seb","Fruits",350,448,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/product__b9803c39-ffba-455b-b7f2-8077aafd7144.jpg","Farm fresh Apple Green/हरा सेब Hara Seb sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g"",""price"":105,""stock"":50},{""weight"":""500g"",""price"":193,""stock"":60},{""weight"":""1 kg"",""price"":350,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":665,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":1610,""stock"":25}]"
"Cauliflower With Leaf/Ful Gobhee -फूल गोभी","Vegetables",90,115,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/product__55208a36-a091-4b53-ac2a-88ad0b61e231.jpg","Weight around 400 to 600gm","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":27,""stock"":50},{""weight"":""500g"",""price"":50,""stock"":60},{""weight"":""1 kg"",""price"":90,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":171,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":414,""stock"":25}]"
"ice burg - /गोभी - चीनी gobhee","Vegetables",100,128,"1",100,"https://dukaan.b-cdn.net/700x700/webp/media/31737f50-17c8-421b-83ce-293e78aca3bb.jpg","Farm fresh ice burg - /गोभी - चीनी gobhee sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":30,""stock"":50},{""weight"":""500g"",""price"":55,""stock"":60},{""weight"":""1 kg"",""price"":100,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":190,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":460,""stock"":25}]"
"Beans French/Sem ki fali -सेम की फली","Vegetables",95,122,"500gm",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/product__11f3b524-1955-4f9d-9a82-4bcdc4d378ea.jpg","Farm fresh Beans French/Sem ki fali -सेम की फली sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":29,""stock"":50},{""weight"":""500g"",""price"":52,""stock"":60},{""weight"":""1 kg"",""price"":95,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":181,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":437,""stock"":25}]"
"Zucchini Green/तोरी हरा Toree Hara","Exotics",90,115,"250gm",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/zucchini-green.png","Farm fresh Zucchini Green/तोरी हरा Toree Hara sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g Pack"",""price"":90,""stock"":50},{""weight"":""500g (Twin Pack)"",""price"":171,""stock"":40},{""weight"":""1 kg (Family Pack)"",""price"":333,""stock"":30}]"
"Cherry Tomatoes/चैरी टमाटर","Exotics",120,154,"1",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/product__01b023ce-4874-4912-8f5a-f54cfd8bf841.jpg","Farm fresh Cherry Tomatoes/चैरी टमाटर sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g Pack"",""price"":36,""stock"":40},{""weight"":""500g Pack"",""price"":66,""stock"":50},{""weight"":""1 kg Pack"",""price"":120,""stock"":60}]"
"Cabbage - Purple/पत्ता गोभी - बैंगनी Patta Gobhee","Vegetables",180,230,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/product__6be09ef6-165f-46a1-8041-7e68c8e134d0.jpg","Farm fresh Cabbage - Purple/पत्ता गोभी - बैंगनी Patta Gobhee sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in cool dry place or refrigerate dairy items below 4°C","[{""weight"":""500g Pack"",""price"":99,""stock"":50},{""weight"":""1 kg Pack"",""price"":180,""stock"":60},{""weight"":""2 kg Value Pack"",""price"":342,""stock"":40}]"
"Avocado/ एवोकाडो","Exotics",300,384,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/product__cdb15161-4017-44d2-948f-ebc5ee89a62e.jpg","Farm fresh Avocado/ एवोकाडो sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g Pack"",""price"":90,""stock"":40},{""weight"":""500g Pack"",""price"":165,""stock"":50},{""weight"":""1 kg Pack"",""price"":300,""stock"":60}]"
"Sweet Potato / Sakarkand -शकरकंद","Vegetables",25,32,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/product__ca51680f-408d-4cc6-a826-0444e5666864.jpg","Farm fresh Sweet Potato / Sakarkand -शकरकंद sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":10,""stock"":50},{""weight"":""500g"",""price"":15,""stock"":60},{""weight"":""1 kg"",""price"":25,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":48,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":115,""stock"":25}]"
"Beans Cowpea/Barbati - बरबटी","Vegetables",100,128,"1kg",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/beans-cowpea.png","Farm fresh Beans Cowpea/Barbati - बरबटी sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":30,""stock"":50},{""weight"":""500g"",""price"":55,""stock"":60},{""weight"":""1 kg"",""price"":100,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":190,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":460,""stock"":25}]"
"Sweet Corn (स्वीट कॉर्न)","Exotics",43,55,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/sweet-corn.png","100% farm-fresh Sweet Corn (स्वीट कॉर्न) sourced daily from trusted local Bhopal & MP farmers. Graded for premium quality, crisp texture, and natural freshness.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g Pack"",""price"":20,""stock"":40},{""weight"":""500g Pack"",""price"":35,""stock"":50},{""weight"":""1 kg Pack"",""price"":43,""stock"":60}]"
"Ladies finger (Okra)/ Bhindi - भिंडी","Vegetables",28,36,"500gm",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/product__9acd80c4-2d66-4845-9cd9-35574eeea6e9.jpg","Farm fresh Ladies finger (Okra)/ Bhindi - भिंडी sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":10,""stock"":50},{""weight"":""500g"",""price"":15,""stock"":60},{""weight"":""1 kg"",""price"":28,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":53,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":129,""stock"":25}]"
"Parsley/अजमोद Ajamod","Exotics",100,128,"250gm",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/parsley.png","Farm fresh Parsley/अजमोद Ajamod sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g Pack"",""price"":100,""stock"":50},{""weight"":""500g (Twin Pack)"",""price"":190,""stock"":40},{""weight"":""1 kg (Family Pack)"",""price"":370,""stock"":30}]"
"Colocasia / Arbi -अरबी","Vegetables",25,32,"250gm",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/colocasia-arbi.png","Farm fresh Colocasia / Arbi -अरबी sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g Pack"",""price"":25,""stock"":50},{""weight"":""500g (Twin Pack)"",""price"":48,""stock"":40},{""weight"":""1 kg (Family Pack)"",""price"":93,""stock"":30}]"
"Onion/pyaaz - प्याज़ Big","Vegetables",95,122,"5kg",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/onion.png","Farm fresh Onion/pyaaz - प्याज़ Big sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":29,""stock"":50},{""weight"":""500g"",""price"":52,""stock"":60},{""weight"":""1 kg"",""price"":95,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":181,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":437,""stock"":25}]"
"Spinach / Palak पालक","Vegetables",50,64,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/spinach-palak.png","Farm fresh Spinach / Palak पालक sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":15,""stock"":50},{""weight"":""500g"",""price"":28,""stock"":60},{""weight"":""1 kg"",""price"":50,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":95,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":230,""stock"":25}]"
"Mint Leaves (पोदीना के पत्ते)","Vegetables",30,38,"small",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/mint-leaves.png","Farm fresh Mint Leaves (पोदीना के पत्ते) sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":10,""stock"":50},{""weight"":""500g"",""price"":17,""stock"":60},{""weight"":""1 kg"",""price"":30,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":57,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":138,""stock"":25}]"
"Cabbage/patta gobhee - पत्ता गोभी","Vegetables",40,51,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/cabbage-500-600gm.png","Farm fresh Cabbage/patta gobhee - पत्ता गोभी sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in cool dry place or refrigerate dairy items below 4°C","[{""weight"":""500g Pack"",""price"":25,""stock"":50},{""weight"":""1 kg Pack"",""price"":40,""stock"":60},{""weight"":""2 kg Value Pack"",""price"":76,""stock"":40}]"
"Orange Imported/ संतरा Santara","Fruits",200,256,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/product__a9fc01c5-aedc-41e2-9a1f-b3fbea733905.jpg","Farm fresh Orange Imported/ संतरा Santara sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g"",""price"":60,""stock"":50},{""weight"":""500g"",""price"":110,""stock"":60},{""weight"":""1 kg"",""price"":200,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":380,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":920,""stock"":25}]"
"Carrot/gajar -गाजर","Vegetables",42,54,"500gm",100,"https://dukaan.b-cdn.net/700x700/webp/master/products/product__e242ae21-1865-4ea9-b6da-7fd063a24629.jpg","Farm fresh Carrot/gajar -गाजर sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":13,""stock"":50},{""weight"":""500g"",""price"":23,""stock"":60},{""weight"":""1 kg"",""price"":42,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":80,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":193,""stock"":25}]"
